Customer ID,Balance,Balance Frquency,Purchases,One-Off Purchases,Installments Purchased,Cash Advance,Purchase Frequency,One-Off Purchase Frequency,Installments Purchase Frequency,Cash Advance Frquency,Cash Advance TRX,Purchases TRX,Credit Limit,Payments,Minimum Payment,PRC Full Payment,Tenure,Cluster
C16422,,,,,,,,,,,,,,,,,,
C16423,,,,,,,,,,,,,,,,,,
C16424,,,,,,,,,,,,,,,,,,
C16425,,,,,,,,,,,,,,,,,,
C16426,,,,,,,,,,,,,,,,,,
C16427,,,,,,,,,,,,,,,,,,
C16428,,,,,,,,,,,,,,,,,,
C16429,,,,,,,,,,,,,,,,,,
C16430,,,,,,,,,,,,,,,,,,
C16431,,,,,,,,,,,,,,,,,,
C16432,,,,,,,,,,,,,,,,,,
C16433,,,,,,,,,,,,,,,,,,
C16434,,,,,,,,,,,,,,,,,,
C16435,,,,,,,,,,,,,,,,,,
C16436,,,,,,,,,,,,,,,,,,
C16437,,,,,,,,,,,,,,,,,,
C16439,,,,,,,,,,,,,,,,,,
C16440,,,,,,,,,,,,,,,,,,
C16441,,,,,,,,,,,,,,,,,,
C16442,,,,,,,,,,,,,,,,,,
C16443,,,,,,,,,,,,,,,,,,
C16444,,,,,,,,,,,,,,,,,,
C16445,,,,,,,,,,,,,,,,,,
C16447,,,,,,,,,,,,,,,,,,
C16448,,,,,,,,,,,,,,,,,,
C16449,,,,,,,,,,,,,,,,,,
C16450,,,,,,,,,,,,,,,,,,
C16451,,,,,,,,,,,,,,,,,,
C16452,,,,,,,,,,,,,,,,,,
C16453,,,,,,,,,,,,,,,,,,
C16454,,,,,,,,,,,,,,,,,,
C16455,,,,,,,,,,,,,,,,,,
C16456,,,,,,,,,,,,,,,,,,
C16457,,,,,,,,,,,,,,,,,,
C16458,,,,,,,,,,,,,,,,,,
C16459,,,,,,,,,,,,,,,,,,
C16460,,,,,,,,,,,,,,,,,,
C16461,,,,,,,,,,,,,,,,,,
C16462,,,,,,,,,,,,,,,,,,
C16463,,,,,,,,,,,,,,,,,,
C16464,,,,,,,,,,,,,,,,,,
C16465,,,,,,,,,,,,,,,,,,
C16466,,,,,,,,,,,,,,,,,,
C16467,,,,,,,,,,,,,,,,,,
C16468,,,,,,,,,,,,,,,,,,
C16469,,,,,,,,,,,,,,,,,,
C16470,,,,,,,,,,,,,,,,,,
C16471,,,,,,,,,,,,,,,,,,
C16472,,,,,,,,,,,,,,,,,,
C16473,,,,,,,,,,,,,,,,,,
C16474,,,,,,,,,,,,,,,,,,
C16475,,,,,,,,,,,,,,,,,,
C16476,,,,,,,,,,,,,,,,,,
C16477,,,,,,,,,,,,,,,,,,
C16478,,,,,,,,,,,,,,,,,,
C16479,,,,,,,,,,,,,,,,,,
C16480,,,,,,,,,,,,,,,,,,
C16481,,,,,,,,,,,,,,,,,,
C16482,,,,,,,,,,,,,,,,,,
C16483,,,,,,,,,,,,,,,,,,
C16484,,,,,,,,,,,,,,,,,,
C16485,,,,,,,,,,,,,,,,,,
C16486,,,,,,,,,,,,,,,,,,
C16487,,,,,,,,,,,,,,,,,,
C16488,,,,,,,,,,,,,,,,,,
C16489,,,,,,,,,,,,,,,,,,
C16490,,,,,,,,,,,,,,,,,,
C16491,,,,,,,,,,,,,,,,,,
C16492,,,,,,,,,,,,,,,,,,
C16493,,,,,,,,,,,,,,,,,,
C16494,,,,,,,,,,,,,,,,,,
C16495,,,,,,,,,,,,,,,,,,
C16496,,,,,,,,,,,,,,,,,,
C16497,,,,,,,,,,,,,,,,,,
C16498,,,,,,,,,,,,,,,,,,
C16499,,,,,,,,,,,,,,,,,,
C16500,,,,,,,,,,,,,,,,,,
C16501,,,,,,,,,,,,,,,,,,
C16503,,,,,,,,,,,,,,,,,,
C16504,,,,,,,,,,,,,,,,,,
C16505,,,,,,,,,,,,,,,,,,
C16506,,,,,,,,,,,,,,,,,,
C16507,,,,,,,,,,,,,,,,,,
C16508,,,,,,,,,,,,,,,,,,
C16509,,,,,,,,,,,,,,,,,,
C16510,,,,,,,,,,,,,,,,,,
C16511,,,,,,,,,,,,,,,,,,
C16512,,,,,,,,,,,,,,,,,,
C16513,,,,,,,,,,,,,,,,,,
C16514,,,,,,,,,,,,,,,,,,
C16515,,,,,,,,,,,,,,,,,,
C16516,,,,,,,,,,,,,,,,,,
C16517,,,,,,,,,,,,,,,,,,
C16518,,,,,,,,,,,,,,,,,,
C16519,,,,,,,,,,,,,,,,,,
C16520,,,,,,,,,,,,,,,,,,
C16521,,,,,,,,,,,,,,,,,,
C16522,,,,,,,,,,,,,,,,,,
C16523,,,,,,,,,,,,,,,,,,
C16524,,,,,,,,,,,,,,,,,,
C16525,,,,,,,,,,,,,,,,,,
C16526,,,,,,,,,,,,,,,,,,
C16527,,,,,,,,,,,,,,,,,,
C16528,,,,,,,,,,,,,,,,,,
C16529,,,,,,,,,,,,,,,,,,
C16530,,,,,,,,,,,,,,,,,,
C16531,,,,,,,,,,,,,,,,,,
C16533,,,,,,,,,,,,,,,,,,
C16534,,,,,,,,,,,,,,,,,,
C16535,,,,,,,,,,,,,,,,,,
C16536,,,,,,,,,,,,,,,,,,
C16537,,,,,,,,,,,,,,,,,,
C16538,,,,,,,,,,,,,,,,,,
C16539,,,,,,,,,,,,,,,,,,
C16540,,,,,,,,,,,,,,,,,,
C16541,,,,,,,,,,,,,,,,,,
C16542,,,,,,,,,,,,,,,,,,
C16543,,,,,,,,,,,,,,,,,,
C16544,,,,,,,,,,,,,,,,,,
C16545,,,,,,,,,,,,,,,,,,
C16546,,,,,,,,,,,,,,,,,,
C16547,,,,,,,,,,,,,,,,,,
C16548,,,,,,,,,,,,,,,,,,
C16549,,,,,,,,,,,,,,,,,,
C16550,,,,,,,,,,,,,,,,,,
C16551,,,,,,,,,,,,,,,,,,
C16552,,,,,,,,,,,,,,,,,,
C16553,,,,,,,,,,,,,,,,,,
C16554,,,,,,,,,,,,,,,,,,
C16555,,,,,,,,,,,,,,,,,,
C16556,,,,,,,,,,,,,,,,,,
C16557,,,,,,,,,,,,,,,,,,
C16558,,,,,,,,,,,,,,,,,,
C16559,,,,,,,,,,,,,,,,,,
C16560,,,,,,,,,,,,,,,,,,
C16561,,,,,,,,,,,,,,,,,,
C16562,,,,,,,,,,,,,,,,,,
C16563,,,,,,,,,,,,,,,,,,
C16564,,,,,,,,,,,,,,,,,,
C16565,,,,,,,,,,,,,,,,,,
C16566,,,,,,,,,,,,,,,,,,
C16567,,,,,,,,,,,,,,,,,,
C16568,,,,,,,,,,,,,,,,,,
C16569,,,,,,,,,,,,,,,,,,
C16570,,,,,,,,,,,,,,,,,,
C16571,,,,,,,,,,,,,,,,,,
C16572,,,,,,,,,,,,,,,,,,
C16573,,,,,,,,,,,,,,,,,,
C16574,,,,,,,,,,,,,,,,,,
C16575,,,,,,,,,,,,,,,,,,
C16576,,,,,,,,,,,,,,,,,,
C16577,,,,,,,,,,,,,,,,,,
C16578,,,,,,,,,,,,,,,,,,
C16579,,,,,,,,,,,,,,,,,,
C16580,,,,,,,,,,,,,,,,,,
C16581,,,,,,,,,,,,,,,,,,
C16583,,,,,,,,,,,,,,,,,,
C16584,,,,,,,,,,,,,,,,,,
C16585,,,,,,,,,,,,,,,,,,
C16586,,,,,,,,,,,,,,,,,,
C16587,,,,,,,,,,,,,,,,,,
C16588,,,,,,,,,,,,,,,,,,
C16589,,,,,,,,,,,,,,,,,,
C16590,,,,,,,,,,,,,,,,,,
C16591,,,,,,,,,,,,,,,,,,
C16592,,,,,,,,,,,,,,,,,,
C16593,,,,,,,,,,,,,,,,,,
C16594,,,,,,,,,,,,,,,,,,
C16595,,,,,,,,,,,,,,,,,,
C16596,,,,,,,,,,,,,,,,,,
C16597,,,,,,,,,,,,,,,,,,
C16598,,,,,,,,,,,,,,,,,,
C16599,,,,,,,,,,,,,,,,,,
C16600,,,,,,,,,,,,,,,,,,
C16601,,,,,,,,,,,,,,,,,,
C16602,,,,,,,,,,,,,,,,,,
C16603,,,,,,,,,,,,,,,,,,
C16604,,,,,,,,,,,,,,,,,,
C16605,,,,,,,,,,,,,,,,,,
C16606,,,,,,,,,,,,,,,,,,
C16607,,,,,,,,,,,,,,,,,,
C16608,,,,,,,,,,,,,,,,,,
C16609,,,,,,,,,,,,,,,,,,
C16610,,,,,,,,,,,,,,,,,,
C16611,,,,,,,,,,,,,,,,,,
C16613,,,,,,,,,,,,,,,,,,
C16614,,,,,,,,,,,,,,,,,,
C16615,,,,,,,,,,,,,,,,,,
C16616,,,,,,,,,,,,,,,,,,
C16617,,,,,,,,,,,,,,,,,,
C16618,,,,,,,,,,,,,,,,,,
C16619,,,,,,,,,,,,,,,,,,
C16620,,,,,,,,,,,,,,,,,,
C16621,,,,,,,,,,,,,,,,,,
C16622,,,,,,,,,,,,,,,,,,
C16623,,,,,,,,,,,,,,,,,,
C16625,,,,,,,,,,,,,,,,,,
C16626,,,,,,,,,,,,,,,,,,
C16627,,,,,,,,,,,,,,,,,,
C16628,,,,,,,,,,,,,,,,,,
C16629,,,,,,,,,,,,,,,,,,
C16630,,,,,,,,,,,,,,,,,,
C16631,,,,,,,,,,,,,,,,,,
C16632,,,,,,,,,,,,,,,,,,
C16633,,,,,,,,,,,,,,,,,,
C16634,,,,,,,,,,,,,,,,,,
C16635,,,,,,,,,,,,,,,,,,
C16636,,,,,,,,,,,,,,,,,,
C16637,,,,,,,,,,,,,,,,,,
C16638,,,,,,,,,,,,,,,,,,
C16639,,,,,,,,,,,,,,,,,,
C16640,,,,,,,,,,,,,,,,,,
C16641,,,,,,,,,,,,,,,,,,
C16642,,,,,,,,,,,,,,,,,,
C16643,,,,,,,,,,,,,,,,,,
C16644,,,,,,,,,,,,,,,,,,
C16645,,,,,,,,,,,,,,,,,,
C16646,,,,,,,,,,,,,,,,,,
C16647,,,,,,,,,,,,,,,,,,
C16648,,,,,,,,,,,,,,,,,,
C16650,,,,,,,,,,,,,,,,,,
C16651,,,,,,,,,,,,,,,,,,
C16652,,,,,,,,,,,,,,,,,,
C16653,,,,,,,,,,,,,,,,,,
C16654,,,,,,,,,,,,,,,,,,
C16655,,,,,,,,,,,,,,,,,,
C16656,,,,,,,,,,,,,,,,,,
C16657,,,,,,,,,,,,,,,,,,
C16658,,,,,,,,,,,,,,,,,,
C16659,,,,,,,,,,,,,,,,,,
C16660,,,,,,,,,,,,,,,,,,
C16661,,,,,,,,,,,,,,,,,,
C16662,,,,,,,,,,,,,,,,,,
C16663,,,,,,,,,,,,,,,,,,
C16665,,,,,,,,,,,,,,,,,,
C16666,,,,,,,,,,,,,,,,,,
C16667,,,,,,,,,,,,,,,,,,
C16668,,,,,,,,,,,,,,,,,,
C16669,,,,,,,,,,,,,,,,,,
C16670,,,,,,,,,,,,,,,,,,
C16671,,,,,,,,,,,,,,,,,,
C16672,,,,,,,,,,,,,,,,,,
C16673,,,,,,,,,,,,,,,,,,
C16674,,,,,,,,,,,,,,,,,,
C16675,,,,,,,,,,,,,,,,,,
C16676,,,,,,,,,,,,,,,,,,
C16677,,,,,,,,,,,,,,,,,,
C16678,,,,,,,,,,,,,,,,,,
C16679,,,,,,,,,,,,,,,,,,
C16680,,,,,,,,,,,,,,,,,,
C16681,,,,,,,,,,,,,,,,,,
C16682,,,,,,,,,,,,,,,,,,
C16683,,,,,,,,,,,,,,,,,,
C16685,,,,,,,,,,,,,,,,,,
C16686,,,,,,,,,,,,,,,,,,
C16687,,,,,,,,,,,,,,,,,,
C16688,,,,,,,,,,,,,,,,,,
C16689,,,,,,,,,,,,,,,,,,
C16690,,,,,,,,,,,,,,,,,,
C16691,,,,,,,,,,,,,,,,,,
C16693,,,,,,,,,,,,,,,,,,
C16694,,,,,,,,,,,,,,,,,,
C16695,,,,,,,,,,,,,,,,,,
C16697,,,,,,,,,,,,,,,,,,
C16698,,,,,,,,,,,,,,,,,,
C16699,,,,,,,,,,,,,,,,,,
C16700,,,,,,,,,,,,,,,,,,
C16702,,,,,,,,,,,,,,,,,,
C16703,,,,,,,,,,,,,,,,,,
C16704,,,,,,,,,,,,,,,,,,
C16706,,,,,,,,,,,,,,,,,,
C16707,,,,,,,,,,,,,,,,,,
C16708,,,,,,,,,,,,,,,,,,
C16709,,,,,,,,,,,,,,,,,,
C16710,,,,,,,,,,,,,,,,,,
C16711,,,,,,,,,,,,,,,,,,
C16712,,,,,,,,,,,,,,,,,,
C16713,,,,,,,,,,,,,,,,,,
C16714,,,,,,,,,,,,,,,,,,
C16715,,,,,,,,,,,,,,,,,,
C16716,,,,,,,,,,,,,,,,,,
C16717,,,,,,,,,,,,,,,,,,
C16718,,,,,,,,,,,,,,,,,,
C16719,,,,,,,,,,,,,,,,,,
C16720,,,,,,,,,,,,,,,,,,
C16721,,,,,,,,,,,,,,,,,,
C16722,,,,,,,,,,,,,,,,,,
C16723,,,,,,,,,,,,,,,,,,
C16724,,,,,,,,,,,,,,,,,,
C16725,,,,,,,,,,,,,,,,,,
C16726,,,,,,,,,,,,,,,,,,
C16727,,,,,,,,,,,,,,,,,,
C16728,,,,,,,,,,,,,,,,,,
C16729,,,,,,,,,,,,,,,,,,
C16730,,,,,,,,,,,,,,,,,,
C16731,,,,,,,,,,,,,,,,,,
C16732,,,,,,,,,,,,,,,,,,
C16733,,,,,,,,,,,,,,,,,,
C16734,,,,,,,,,,,,,,,,,,
C16735,,,,,,,,,,,,,,,,,,
C16736,,,,,,,,,,,,,,,,,,
C16737,,,,,,,,,,,,,,,,,,
C16738,,,,,,,,,,,,,,,,,,
C16739,,,,,,,,,,,,,,,,,,
C16740,,,,,,,,,,,,,,,,,,
C16741,,,,,,,,,,,,,,,,,,
C16742,,,,,,,,,,,,,,,,,,
C16743,,,,,,,,,,,,,,,,,,
C16744,,,,,,,,,,,,,,,,,,
C16745,,,,,,,,,,,,,,,,,,
C16746,,,,,,,,,,,,,,,,,,
C16747,,,,,,,,,,,,,,,,,,
C16748,,,,,,,,,,,,,,,,,,
C16749,,,,,,,,,,,,,,,,,,
C16750,,,,,,,,,,,,,,,,,,
C16751,,,,,,,,,,,,,,,,,,
C16752,,,,,,,,,,,,,,,,,,
C16753,,,,,,,,,,,,,,,,,,
C16755,,,,,,,,,,,,,,,,,,
C16757,,,,,,,,,,,,,,,,,,
C16758,,,,,,,,,,,,,,,,,,
C16759,,,,,,,,,,,,,,,,,,
C16760,,,,,,,,,,,,,,,,,,
C16761,,,,,,,,,,,,,,,,,,
C16762,,,,,,,,,,,,,,,,,,
C16763,,,,,,,,,,,,,,,,,,
C16764,,,,,,,,,,,,,,,,,,
C16765,,,,,,,,,,,,,,,,,,
C16766,,,,,,,,,,,,,,,,,,
C16767,,,,,,,,,,,,,,,,,,
C16768,,,,,,,,,,,,,,,,,,
C16769,,,,,,,,,,,,,,,,,,
C16770,,,,,,,,,,,,,,,,,,
C16772,,,,,,,,,,,,,,,,,,
C16773,,,,,,,,,,,,,,,,,,
C16774,,,,,,,,,,,,,,,,,,
C16775,,,,,,,,,,,,,,,,,,
C16776,,,,,,,,,,,,,,,,,,
C16777,,,,,,,,,,,,,,,,,,
C16778,,,,,,,,,,,,,,,,,,
C16779,,,,,,,,,,,,,,,,,,
C16780,,,,,,,,,,,,,,,,,,
C16781,,,,,,,,,,,,,,,,,,
C16782,,,,,,,,,,,,,,,,,,
C16784,,,,,,,,,,,,,,,,,,
C16785,,,,,,,,,,,,,,,,,,
C16786,,,,,,,,,,,,,,,,,,
C16787,,,,,,,,,,,,,,,,,,
C16789,,,,,,,,,,,,,,,,,,
C16790,,,,,,,,,,,,,,,,,,
C16791,,,,,,,,,,,,,,,,,,
C16792,,,,,,,,,,,,,,,,,,
C16793,,,,,,,,,,,,,,,,,,
C16794,,,,,,,,,,,,,,,,,,
C16795,,,,,,,,,,,,,,,,,,
C16796,,,,,,,,,,,,,,,,,,
C16797,,,,,,,,,,,,,,,,,,
C16798,,,,,,,,,,,,,,,,,,
C16799,,,,,,,,,,,,,,,,,,
C16800,,,,,,,,,,,,,,,,,,
C16801,,,,,,,,,,,,,,,,,,
C16802,,,,,,,,,,,,,,,,,,
C16803,,,,,,,,,,,,,,,,,,
C16804,,,,,,,,,,,,,,,,,,
C16805,,,,,,,,,,,,,,,,,,
C16806,,,,,,,,,,,,,,,,,,
C16807,,,,,,,,,,,,,,,,,,
C16808,,,,,,,,,,,,,,,,,,
C16809,,,,,,,,,,,,,,,,,,
C16810,,,,,,,,,,,,,,,,,,
C16811,,,,,,,,,,,,,,,,,,
C16812,,,,,,,,,,,,,,,,,,
C16813,,,,,,,,,,,,,,,,,,
C16814,,,,,,,,,,,,,,,,,,
C16815,,,,,,,,,,,,,,,,,,
C16816,,,,,,,,,,,,,,,,,,
C16817,,,,,,,,,,,,,,,,,,
C16818,,,,,,,,,,,,,,,,,,
C16819,,,,,,,,,,,,,,,,,,
C16820,,,,,,,,,,,,,,,,,,
C16821,,,,,,,,,,,,,,,,,,
C16822,,,,,,,,,,,,,,,,,,
C16823,,,,,,,,,,,,,,,,,,
C16824,,,,,,,,,,,,,,,,,,
C16825,,,,,,,,,,,,,,,,,,
C16826,,,,,,,,,,,,,,,,,,
C16827,,,,,,,,,,,,,,,,,,
C16828,,,,,,,,,,,,,,,,,,
C16829,,,,,,,,,,,,,,,,,,
C16831,,,,,,,,,,,,,,,,,,
C16832,,,,,,,,,,,,,,,,,,
C16833,,,,,,,,,,,,,,,,,,
C16834,,,,,,,,,,,,,,,,,,
C16835,,,,,,,,,,,,,,,,,,
C16836,,,,,,,,,,,,,,,,,,
C16837,,,,,,,,,,,,,,,,,,
C16838,,,,,,,,,,,,,,,,,,
C16839,,,,,,,,,,,,,,,,,,
C16840,,,,,,,,,,,,,,,,,,
C16841,,,,,,,,,,,,,,,,,,
C16842,,,,,,,,,,,,,,,,,,
C16843,,,,,,,,,,,,,,,,,,
C16844,,,,,,,,,,,,,,,,,,
C16845,,,,,,,,,,,,,,,,,,
C16847,,,,,,,,,,,,,,,,,,
C16849,,,,,,,,,,,,,,,,,,
C16850,,,,,,,,,,,,,,,,,,
C16852,,,,,,,,,,,,,,,,,,
C16854,,,,,,,,,,,,,,,,,,
C16855,,,,,,,,,,,,,,,,,,
C16856,,,,,,,,,,,,,,,,,,
C16857,,,,,,,,,,,,,,,,,,
C16858,,,,,,,,,,,,,,,,,,
C16859,,,,,,,,,,,,,,,,,,
C16860,,,,,,,,,,,,,,,,,,
C16861,,,,,,,,,,,,,,,,,,
C16862,,,,,,,,,,,,,,,,,,
C16863,,,,,,,,,,,,,,,,,,
C16864,,,,,,,,,,,,,,,,,,
C16865,,,,,,,,,,,,,,,,,,
C16866,,,,,,,,,,,,,,,,,,
C16867,,,,,,,,,,,,,,,,,,
C16868,,,,,,,,,,,,,,,,,,
C16869,,,,,,,,,,,,,,,,,,
C16870,,,,,,,,,,,,,,,,,,
C16871,,,,,,,,,,,,,,,,,,
C16872,,,,,,,,,,,,,,,,,,
C16873,,,,,,,,,,,,,,,,,,
C16874,,,,,,,,,,,,,,,,,,
C16875,,,,,,,,,,,,,,,,,,
C16876,,,,,,,,,,,,,,,,,,
C16878,,,,,,,,,,,,,,,,,,
C16880,,,,,,,,,,,,,,,,,,
C16881,,,,,,,,,,,,,,,,,,
C16882,,,,,,,,,,,,,,,,,,
C16883,,,,,,,,,,,,,,,,,,
C16884,,,,,,,,,,,,,,,,,,
C16885,,,,,,,,,,,,,,,,,,
C16886,,,,,,,,,,,,,,,,,,
C16887,,,,,,,,,,,,,,,,,,
C16888,,,,,,,,,,,,,,,,,,
C16889,,,,,,,,,,,,,,,,,,
C16890,,,,,,,,,,,,,,,,,,
C16891,,,,,,,,,,,,,,,,,,
C16892,,,,,,,,,,,,,,,,,,
C16893,,,,,,,,,,,,,,,,,,
C16894,,,,,,,,,,,,,,,,,,
C16895,,,,,,,,,,,,,,,,,,
C16896,,,,,,,,,,,,,,,,,,
C16897,,,,,,,,,,,,,,,,,,
C16898,,,,,,,,,,,,,,,,,,
C16899,,,,,,,,,,,,,,,,,,
C16900,,,,,,,,,,,,,,,,,,
C16901,,,,,,,,,,,,,,,,,,
C16902,,,,,,,,,,,,,,,,,,
C16903,,,,,,,,,,,,,,,,,,
C16904,,,,,,,,,,,,,,,,,,
C16905,,,,,,,,,,,,,,,,,,
C16906,,,,,,,,,,,,,,,,,,
C16907,,,,,,,,,,,,,,,,,,
C16908,,,,,,,,,,,,,,,,,,
C16909,,,,,,,,,,,,,,,,,,
C16910,,,,,,,,,,,,,,,,,,
C16911,,,,,,,,,,,,,,,,,,
C16912,,,,,,,,,,,,,,,,,,
C16913,,,,,,,,,,,,,,,,,,
C16914,,,,,,,,,,,,,,,,,,
C16915,,,,,,,,,,,,,,,,,,
C16916,,,,,,,,,,,,,,,,,,
C16917,,,,,,,,,,,,,,,,,,
C16918,,,,,,,,,,,,,,,,,,
C16919,,,,,,,,,,,,,,,,,,
C16920,,,,,,,,,,,,,,,,,,
C16921,,,,,,,,,,,,,,,,,,
C16922,,,,,,,,,,,,,,,,,,
C16923,,,,,,,,,,,,,,,,,,
C16924,,,,,,,,,,,,,,,,,,
C16925,,,,,,,,,,,,,,,,,,
C16926,,,,,,,,,,,,,,,,,,
C16927,,,,,,,,,,,,,,,,,,
C16928,,,,,,,,,,,,,,,,,,
C16929,,,,,,,,,,,,,,,,,,
C16930,,,,,,,,,,,,,,,,,,
C16931,,,,,,,,,,,,,,,,,,
C16932,,,,,,,,,,,,,,,,,,
C16933,,,,,,,,,,,,,,,,,,
C16934,,,,,,,,,,,,,,,,,,
C16935,,,,,,,,,,,,,,,,,,
C16936,,,,,,,,,,,,,,,,,,
C16937,,,,,,,,,,,,,,,,,,
C16938,,,,,,,,,,,,,,,,,,
C16939,,,,,,,,,,,,,,,,,,
C16940,,,,,,,,,,,,,,,,,,
C16941,,,,,,,,,,,,,,,,,,
C16942,,,,,,,,,,,,,,,,,,
C16943,,,,,,,,,,,,,,,,,,
C16944,,,,,,,,,,,,,,,,,,
C16945,,,,,,,,,,,,,,,,,,
C16946,,,,,,,,,,,,,,,,,,
C16947,,,,,,,,,,,,,,,,,,
C16948,,,,,,,,,,,,,,,,,,
C16949,,,,,,,,,,,,,,,,,,
C16950,,,,,,,,,,,,,,,,,,
C16951,,,,,,,,,,,,,,,,,,
C16952,,,,,,,,,,,,,,,,,,
C16953,,,,,,,,,,,,,,,,,,
C16954,,,,,,,,,,,,,,,,,,
C16955,,,,,,,,,,,,,,,,,,
C16956,,,,,,,,,,,,,,,,,,
C16957,,,,,,,,,,,,,,,,,,
C16958,,,,,,,,,,,,,,,,,,
C16959,,,,,,,,,,,,,,,,,,
C16961,,,,,,,,,,,,,,,,,,
C16962,,,,,,,,,,,,,,,,,,
C16964,,,,,,,,,,,,,,,,,,
C16965,,,,,,,,,,,,,,,,,,
C16966,,,,,,,,,,,,,,,,,,
C16967,,,,,,,,,,,,,,,,,,
C16968,,,,,,,,,,,,,,,,,,
C16969,,,,,,,,,,,,,,,,,,
C16970,,,,,,,,,,,,,,,,,,
C16971,,,,,,,,,,,,,,,,,,
C16972,,,,,,,,,,,,,,,,,,
C16973,,,,,,,,,,,,,,,,,,
C16974,,,,,,,,,,,,,,,,,,
C16975,,,,,,,,,,,,,,,,,,
C16976,,,,,,,,,,,,,,,,,,
C16977,,,,,,,,,,,,,,,,,,
C16978,,,,,,,,,,,,,,,,,,
C16979,,,,,,,,,,,,,,,,,,
C16980,,,,,,,,,,,,,,,,,,
C16981,,,,,,,,,,,,,,,,,,
C16982,,,,,,,,,,,,,,,,,,
C16983,,,,,,,,,,,,,,,,,,
C16984,,,,,,,,,,,,,,,,,,
C16986,,,,,,,,,,,,,,,,,,
C16987,,,,,,,,,,,,,,,,,,
C16988,,,,,,,,,,,,,,,,,,
C16989,,,,,,,,,,,,,,,,,,
C16990,,,,,,,,,,,,,,,,,,
C16991,,,,,,,,,,,,,,,,,,
C16992,,,,,,,,,,,,,,,,,,
C16993,,,,,,,,,,,,,,,,,,
C16994,,,,,,,,,,,,,,,,,,
C16995,,,,,,,,,,,,,,,,,,
C16996,,,,,,,,,,,,,,,,,,
C16997,,,,,,,,,,,,,,,,,,
C16998,,,,,,,,,,,,,,,,,,
C16999,,,,,,,,,,,,,,,,,,
C17000,,,,,,,,,,,,,,,,,,
C17001,,,,,,,,,,,,,,,,,,
C17002,,,,,,,,,,,,,,,,,,
C17003,,,,,,,,,,,,,,,,,,
C17004,,,,,,,,,,,,,,,,,,
C17005,,,,,,,,,,,,,,,,,,
C17006,,,,,,,,,,,,,,,,,,
C17007,,,,,,,,,,,,,,,,,,
C17008,,,,,,,,,,,,,,,,,,
C17009,,,,,,,,,,,,,,,,,,
C17010,,,,,,,,,,,,,,,,,,
C17011,,,,,,,,,,,,,,,,,,
C17012,,,,,,,,,,,,,,,,,,
C17013,,,,,,,,,,,,,,,,,,
C17014,,,,,,,,,,,,,,,,,,
C17015,,,,,,,,,,,,,,,,,,
C17016,,,,,,,,,,,,,,,,,,
C17017,,,,,,,,,,,,,,,,,,
C17018,,,,,,,,,,,,,,,,,,
C17019,,,,,,,,,,,,,,,,,,
C17020,,,,,,,,,,,,,,,,,,
C17021,,,,,,,,,,,,,,,,,,
C17022,,,,,,,,,,,,,,,,,,
C17023,,,,,,,,,,,,,,,,,,
C17024,,,,,,,,,,,,,,,,,,
C17025,,,,,,,,,,,,,,,,,,
C17026,,,,,,,,,,,,,,,,,,
C17027,,,,,,,,,,,,,,,,,,
C17028,,,,,,,,,,,,,,,,,,
C17029,,,,,,,,,,,,,,,,,,
C17030,,,,,,,,,,,,,,,,,,
C17031,,,,,,,,,,,,,,,,,,
C17032,,,,,,,,,,,,,,,,,,
C17033,,,,,,,,,,,,,,,,,,
C17034,,,,,,,,,,,,,,,,,,
C17035,,,,,,,,,,,,,,,,,,
C17036,,,,,,,,,,,,,,,,,,
C17037,,,,,,,,,,,,,,,,,,
C17038,,,,,,,,,,,,,,,,,,
C17039,,,,,,,,,,,,,,,,,,
C17040,,,,,,,,,,,,,,,,,,
C17041,,,,,,,,,,,,,,,,,,
C17042,,,,,,,,,,,,,,,,,,
C17043,,,,,,,,,,,,,,,,,,
C17044,,,,,,,,,,,,,,,,,,
C17045,,,,,,,,,,,,,,,,,,
C17046,,,,,,,,,,,,,,,,,,
C17047,,,,,,,,,,,,,,,,,,
C17048,,,,,,,,,,,,,,,,,,
C17049,,,,,,,,,,,,,,,,,,
C17050,,,,,,,,,,,,,,,,,,
C17051,,,,,,,,,,,,,,,,,,
C17052,,,,,,,,,,,,,,,,,,
C17053,,,,,,,,,,,,,,,,,,
C17054,,,,,,,,,,,,,,,,,,
C17055,,,,,,,,,,,,,,,,,,
C17056,,,,,,,,,,,,,,,,,,
C17057,,,,,,,,,,,,,,,,,,
C17058,,,,,,,,,,,,,,,,,,
C17059,,,,,,,,,,,,,,,,,,
C17060,,,,,,,,,,,,,,,,,,
C17062,,,,,,,,,,,,,,,,,,
C17063,,,,,,,,,,,,,,,,,,
C17064,,,,,,,,,,,,,,,,,,
C17065,,,,,,,,,,,,,,,,,,
C17066,,,,,,,,,,,,,,,,,,
C17068,,,,,,,,,,,,,,,,,,
C17069,,,,,,,,,,,,,,,,,,
C17070,,,,,,,,,,,,,,,,,,
C17071,,,,,,,,,,,,,,,,,,
C17072,,,,,,,,,,,,,,,,,,
C17073,,,,,,,,,,,,,,,,,,
C17074,,,,,,,,,,,,,,,,,,
C17075,,,,,,,,,,,,,,,,,,
C17076,,,,,,,,,,,,,,,,,,
C17077,,,,,,,,,,,,,,,,,,
C17078,,,,,,,,,,,,,,,,,,
C17079,,,,,,,,,,,,,,,,,,
C17080,,,,,,,,,,,,,,,,,,
C17081,,,,,,,,,,,,,,,,,,
